70.000000,50.310000
83.000000,63.290000
77.000000,56.330000
63.000000,44.150000
89.000000,71.510000
48.000000,23.780000
61.000000,37.660000
90.000000,75.110000
80.000000,62.790000
78.000000,58.130000
60.000000,40.250000
77.000000,54.100000
78.000000,60.460000
90.000000,67.580000
93.000000,77.180000
78.000000,60.890000
67.000000,48.650000
77.000000,56.330000
66.000000,45.050000
94.000000,80.940000
70.000000,49.320000
52.000000,30.670000
43.000000,17.020000
91.000000,75.580000
69.000000,48.770000
72.000000,53.570000
73.000000,53.970000
85.000000,62.990000
54.000000,31.940000
65.000000,47.360000
47.000000,22.120000
45.000000,22.340000
82.000000,65.490000
82.000000,64.970000
75.000000,55.340000
42.000000,18.650000
73.000000,54.080000
80.000000,59.910000
74.000000,55.520000
61.000000,38.100000
58.000000,36.790000
81.000000,65.860000
83.000000,65.660000
91.000000,79.310000
87.000000,68.000000
51.000000,32.180000
92.000000,77.410000
63.000000,39.170000
54.000000,33.710000
62.000000,41.440000
75.000000,55.910000
90.000000,74.800000
49.000000,27.810000
66.000000,48.260000
77.000000,59.480000
88.000000,69.780000
70.000000,52.050000
65.000000,44.310000
80.000000,61.820000
87.000000,70.640000
74.000000,53.620000
81.000000,58.110000
79.000000,56.340000
85.000000,64.310000
66.000000,47.360000
76.000000,60.330000
88.000000,74.690000
89.000000,74.090000
72.000000,53.590000
77.000000,57.520000
44.000000,19.570000
85.000000,64.960000
89.000000,73.160000
41.000000,18.820000
73.000000,54.400000
82.000000,66.060000
64.000000,40.140000
59.000000,37.740000
77.000000,60.750000
50.000000,22.890000
68.000000,47.470000
76.000000,53.830000
77.000000,57.470000
84.000000,65.400000
48.000000,26.410000
98.000000,84.120000
78.000000,62.580000
99.000000,85.130000
71.000000,53.770000
46.000000,19.810000
65.000000,42.100000
66.000000,44.480000
74.000000,53.950000
92.000000,75.040000
52.000000,28.050000
64.000000,41.210000
84.000000,65.200000
62.000000,37.930000
86.000000,69.190000
72.000000,48.960000
73.000000,52.420000
56.000000,33.220000
75.000000,58.620000
69.000000,51.380000
56.000000,34.470000
99.000000,89.290000
61.000000,37.420000
59.000000,29.690000
79.000000,59.930000
88.000000,69.670000
84.000000,66.610000
83.000000,60.780000
54.000000,28.370000
87.000000,70.290000
72.000000,51.550000
66.000000,46.740000
67.000000,50.620000
65.000000,43.780000
96.000000,82.830000
71.000000,53.040000
72.000000,50.790000
55.000000,34.190000
65.000000,43.280000
62.000000,40.190000
84.000000,66.260000
52.000000,29.390000
58.000000,35.130000
73.000000,55.010000
80.000000,55.470000
82.000000,64.020000
64.000000,44.850000
73.000000,54.670000
96.000000,80.950000
64.000000,44.100000
48.000000,22.290000
71.000000,53.330000
66.000000,45.070000
72.000000,57.180000
50.000000,27.640000
58.000000,32.390000
77.000000,53.070000
71.000000,46.740000
59.000000,35.330000
43.000000,15.880000
86.000000,67.970000
54.000000,30.090000
76.000000,59.940000
48.000000,25.010000
63.000000,40.590000
68.000000,45.650000
60.000000,36.250000
68.000000,47.170000
90.000000,71.120000
86.000000,69.660000
79.000000,64.820000
89.000000,73.320000
80.000000,61.590000
84.000000,65.120000
78.000000,59.120000
74.000000,54.280000
67.000000,46.040000
85.000000,69.710000
58.000000,31.560000
91.000000,81.810000
79.000000,64.630000
70.000000,49.120000
79.000000,57.060000
86.000000,69.590000
66.000000,47.520000
48.000000,24.220000
60.000000,40.950000
61.000000,38.160000
87.000000,68.480000
79.000000,59.490000
78.000000,58.310000
71.000000,49.600000
44.000000,19.070000
76.000000,53.480000
81.000000,61.520000
79.000000,59.690000
54.000000,33.580000
70.000000,49.460000
76.000000,59.430000
84.000000,63.350000
54.000000,30.370000
84.000000,63.130000
54.000000,29.750000
45.000000,19.230000
95.000000,80.970000
90.000000,77.390000
61.000000,37.960000
68.000000,46.900000
84.000000,68.540000
64.000000,38.570000
101.000000,81.910000
39.000000,13.170000
65.000000,42.720000
66.000000,42.160000
52.000000,27.870000
53.000000,32.600000
58.000000,33.440000
78.000000,57.250000
63.000000,50.170000
74.000000,54.360000
69.000000,49.880000
64.000000,44.070000
76.000000,52.840000
79.000000,59.700000
85.000000,65.990000
65.000000,41.090000
50.000000,25.680000
71.000000,55.040000
79.000000,61.710000
49.000000,23.540000
65.000000,42.710000
74.000000,53.440000
64.000000,40.280000
72.000000,53.780000
82.000000,64.390000
70.000000,52.670000
77.000000,58.390000
61.000000,39.530000
66.000000,43.030000
66.000000,44.980000
75.000000,53.710000
55.000000,33.910000
72.000000,52.470000
63.000000,41.580000
60.000000,39.690000
76.000000,60.310000
86.000000,69.900000
50.000000,27.290000
40.000000,11.880000
79.000000,57.440000
83.000000,62.580000
86.000000,64.850000
53.000000,28.480000
78.000000,59.620000
69.000000,42.500000
90.000000,73.940000
57.000000,35.800000
71.000000,54.590000
70.000000,50.870000
87.000000,70.430000
73.000000,52.130000
46.000000,21.250000
66.000000,47.680000
79.000000,62.520000
95.000000,80.750000
84.000000,67.580000
78.000000,62.200000
76.000000,56.590000
82.000000,64.860000
74.000000,54.260000
74.000000,50.650000
68.000000,47.350000
